Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2020/7/14,08:28 AM,Dinner,"Arugula, Raw","2.00 cup, cut pieces",10,0,0,36.68,0.02,0.03,0.12,0.17,0.03,0,569.48,38.79,1421.71,949.01,6,0,0.17,43.43,63.99,0.03,0.58,18.8,0.13,20.8,147.57,0.12,10.8,0.19,1.46,0.64,0,0.82,0.82,0.26,0,0.02,0.13,0.03,0,0.07,0,,,,,,,,1.03,,,,,Vegetables and Vegetable Products
2020/7/14,08:28 AM,Dinner,Nestle Toll House Chocolate Chips,6.00 Tablespoon,420,,,,,,,,,,,,,,,,,,,,,,,,,,0,,54,,,48,54,24,0,,,15,,,,,,,,,,,,,,,,Sweets
2020/7/14,02:32 PM,Snack,"Quaker, Rice Cakes, Apple Cinnamon",1.00 each,49.46,0,0,1.24,0.04,0.01,0.64,0.16,0.07,0,0.28,1.61,0.55,0.74,0.01,0,0.07,0.14,3.63,0.02,0.22,11.35,0.45,33.86,30.03,0.83,0.85,0.25,11.09,0.59,6.83,3.08,10.49,0.28,0,0.1,0.1,0.06,0,0,0.1,0.01,0.02,0.03,0.06,0.03,0.02,0.04,0.73,0.03,0.01,0.03,0.04,Snacks
2020/7/14,02:32 PM,Snack,"Tortilla Chips, Yellow, Plain, Salted",1.00 oz,140.9,,,0.55,0.04,0.01,0.42,0.12,0.06,,11.06,6.24,339.63,44.79,,,0.84,0.17,29.48,0.03,0.37,23.81,0.1,66.34,58.4,2.38,87.89,0.41,19.1,1.33,17.17,0.34,17.77,6.33,,2.43,2.6,0.79,0.02,0.09,2.49,,,,,,,,1.88,,,,,Snacks
2020/7/15,11:20 AM,Breakfast,"Coffee, Prepared From Grounds",5.00 small or tall - each 12 fl oz,17.76,0,710.4,1765.17,0.25,1.35,3.39,4.51,0.02,0,0,35.52,0,0,0,0,0.18,1.78,35.52,0.04,0.18,53.28,0.41,53.28,870.24,0,35.52,0.36,8.35,8.35,0,0,0,0.36,0,0.27,0.02,0.04,0,0,0,0.04,0.04,0.04,0.09,0.02,0,0.05,2.13,0.02,0,0.04,0.05,Beverages
2020/7/15,11:20 AM,Breakfast,"Vega One, All In One Shake, Chocolate",1.30 scoop,234,,,,1.04,1.17,17.68,6.63,1.3,1.95,,273,,520,52,364,13.26,76.7,234,,9.1,52,,286,611,,286,,19.5,5.2,,1.3,14.3,7.8,0,1.3,3.9,1.3,0,,,,,,,,,,26,,,,,Beverages
2020/7/15,11:20 AM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.50 cup,184.9,0,0,564.74,0.16,1.28,0.43,0.19,0.25,7.5,5.38,61.36,0,1249.99,1.83,300.1,0.38,20.64,749.99,0.44,2.7,100,0.89,263.37,749.99,14,212.38,1.5,8.98,6.45,0,2.54,2.53,9.64,0,2.13,5.44,1.4,0,0.64,4.73,0.29,0.48,0.87,1.46,1.19,0.24,0.94,19.57,0.78,0.26,0.67,0.89,Beverages
2020/7/15,11:20 AM,Breakfast,"Blueberries, Fresh","0.70 cup, whole pieces",59.05,0,0,87.24,0.04,0.04,0.43,0.13,0.05,0,33.15,6.22,82.88,55.94,10.05,0,0.6,19.99,6.22,0.06,0.29,6.22,0.35,12.43,79.77,0.1,1.04,0.17,15.01,2.49,0.03,10.32,12.53,0.34,0,0.05,0.15,0.03,0,0.06,0.09,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.77,0.02,0,0.01,0.03,Fruits and Fruit Juices
2020/7/15,11:20 AM,Breakfast,"Strawberries, Fresh","0.90 cup, halves",43.78,0,0,124.42,0.03,0.03,0.53,0.17,0.06,0,9.58,32.83,35.57,16.42,80.44,0,0.38,3.01,21.89,0.07,0.56,17.78,0.53,32.83,209.3,0.55,1.37,0.19,10.51,2.74,0.05,6.69,7.77,0.41,0,0.06,0.21,0.02,0,0.09,0.12,0.01,0.02,0.02,0.05,0.04,0,0.03,0.92,0.03,0.01,0.03,0.03,Fruits and Fruit Juices
2020/7/15,11:20 AM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/7/15,11:21 AM,Breakfast,"Yellow Tomato, Raw","1.00 cup, chopped",20.85,0,0,132.44,0.06,0.07,1.64,0.15,0.08,0,1615.23,41.7,216.85,2727.26,12.51,0,0.75,10.98,15.29,0.14,0.68,16.68,0.17,50.04,358.63,0.56,31.97,0.39,4.14,0.97,0,3.17,3.17,0.36,0,0.06,0.15,0.05,0,0.01,0,0.02,0.02,0.03,0.05,0.05,0.01,0.03,1.36,0.03,0.01,0.02,0.03,Vegetables and Vegetable Products
2020/7/15,03:46 PM,Lunch,"Chicken Breast, Skin Removed Before Cooking",1.00 oz,49.04,0,0,18.36,0.02,0.03,3.52,0.28,0.17,0.1,0,1.13,0,8.22,0,1.42,0.08,0.09,4.25,0.01,0.3,7.65,0,61.23,70.02,6.92,21.83,0.35,0,0,0,0,0,1.28,24.1,0.44,0.28,0.36,0.03,0.03,0.23,0.11,0.27,0.46,0.66,0.74,0.24,0.35,8.76,0.37,0.1,0.3,0.43,Poultry Products
2020/7/15,03:46 PM,Lunch,"Cauliflower, Cooked from Fresh","0.60 cup, cut pieces",17.11,0,0,69.19,0.03,0.04,0.31,0.38,0.13,0,5.21,32.74,21.58,8.93,32.96,0,0.05,10.27,11.9,0.01,0.24,6.7,0.1,23.81,105.65,0.45,11.16,0.13,3.06,1.71,0.12,1.55,1.35,0.33,0,0.02,0.16,0.05,0,0.12,0,0.02,0.03,0.05,0.08,0.07,0.02,0.05,1.37,0.05,0.02,0.03,0.07,Vegetables and Vegetable Products
2020/7/15,03:47 PM,Lunch,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
2020/7/15,03:48 PM,Lunch,Nestle Toll House Chocolate Chips,2.00 Tablespoon,140,,,,,,,,,,,,,,,,,,,,,,,,,,0,,18,,,16,18,8,0,,,5,,,,,,,,,,,,,,,,Sweets
2020/7/15,09:26 AM,Dinner,"Zucchini, Cooked from Fresh","1.00 cup, diced",31.5,0,0,199.96,0.07,0.05,1.07,0.6,0.17,0,1406.96,58.8,2414.92,2345.63,27.09,0,0.25,8.82,37.8,0.11,0.78,39.9,0.36,77.7,554.38,0.42,6.3,0.69,5.65,2.1,0,3.59,3.55,0.76,0,0.06,0.32,0.15,0,0.2,0.12,0.01,0.03,0.05,0.08,0.07,0.02,0.05,2.39,0.03,0.01,0.04,0.06,Vegetables and Vegetable Products
2020/7/15,09:27 AM,Dinner,Spaghetti Squash,"1.00 cup, shredded",41.85,0,0,143.07,0.06,0.03,1.26,0.55,0.15,0,91.45,12.4,0,170.5,5.43,0,0.19,1.24,32.55,0.05,0.53,17.05,0.17,21.7,181.35,0.47,27.9,0.31,10.01,2.17,0.99,3.92,7.84,0.4,0,0.03,0.2,0.1,0,0.12,0.07,0.01,0.02,0.04,0.05,0.03,0.01,0.04,1.02,0.03,0.01,0.03,0.04,Vegetables and Vegetable Products
2020/7/15,09:27 AM,Dinner,Italian Bread,"1.00 large slice - 4 1/2"" x 3 1/4"" x 3/4""",77.7,0,0,11.26,0.17,0.1,1.36,0.11,0.03,0,0,39.9,14.4,0.3,0,0,0.09,0.9,31.5,0.04,1.04,7.8,0.15,28.5,37.2,5.16,185.4,0.24,14.43,0.63,11.7,1.41,13.8,0.82,0,0.15,0.39,0.16,0.01,0.04,0.35,0.06,0.06,0.1,0.18,0.06,0.05,0.13,2.85,0.07,0.03,0.07,0.11,Baked Products
2020/7/15,09:27 AM,Dinner,"Lettuce, Mixed Greens","2.00 cup, chopped",18.92,0,0,103.51,0.07,0.1,0.43,0.29,0.09,0,3717.14,118.59,4091.85,6196.19,11.13,0,0.65,212.72,52.37,0.07,1.27,28.16,0.41,34.32,319.92,0.51,32.34,0.41,3.54,2.18,0.02,1.01,1.37,0.26,0,0.01,0.13,0.04,0,0.08,0,0.02,0.03,0.08,0.11,0.09,0.02,0.07,1.67,0.07,0.02,0.05,0.08,Vegetables and Vegetable Products
2020/7/15,09:28 AM,Dinner,"Summer Fresh, Bruschetta, Traditional",2.00 x 2.0 tbsp,60,,,,,,,,,,,,,200,7.2,,,,0,,0,,,,,,300,,2,0,,2,2,5,0,,,0.6,0,,,,,,,,,,0.6,,,,,"Soups, Sauces, and Gravies"
2020/7/15,09:28 AM,Dinner,"Nectarine, Fresh","1.00 medium - 2 1/2"" diameter",62.48,0,0,124.38,0.05,0.04,1.6,0.26,0.04,0,213,7.1,184.6,471.44,7.67,0,0.99,3.12,8.52,0.12,0.4,12.78,0.08,36.92,285.42,0,0,0.24,14.98,2.41,0.1,11.09,12.57,0.45,0,0.12,0.16,0.04,0,0,0.16,0.01,0.01,0.01,0.02,0.02,0.01,0.03,1.51,0.01,0.01,0.01,0.02,Fruits and Fruit Juices
2020/7/15,03:49 PM,Snack,"Quaker, Rice Cakes, Caramel Corn",2.00 each,101.48,0,0,2.93,0.11,0.03,1.34,0.29,0.14,0,0.04,7.98,0.12,0.1,0,0,0.11,0.11,4.81,0.05,0.53,22.02,0.73,65.28,57.33,1.7,59.75,0.48,22.72,0.96,14.91,5.66,21.76,0.57,0,0.2,0.21,0.11,0,0.01,0.21,0.02,0.04,0.06,0.13,0.05,0.03,0.08,1.47,0.05,0.02,0.05,0.08,Snacks
2020/7/16,09:29 AM,Breakfast,"Coffee, Prepared From Grounds",5.00 small or tall - each 12 fl oz,17.76,0,710.4,1765.17,0.25,1.35,3.39,4.51,0.02,0,0,35.52,0,0,0,0,0.18,1.78,35.52,0.04,0.18,53.28,0.41,53.28,870.24,0,35.52,0.36,8.35,8.35,0,0,0,0.36,0,0.27,0.02,0.04,0,0,0,0.04,0.04,0.04,0.09,0.02,0,0.05,2.13,0.02,0,0.04,0.05,Beverages
2020/7/16,09:29 AM,Breakfast,"Vega One, All In One Shake, Chocolate",1.10 scoop,198,,,,0.88,0.99,14.96,5.61,1.1,1.65,,231,,440,44,308,11.22,64.9,198,,7.7,44,,242,517,,242,,16.5,4.4,,1.1,12.1,6.6,0,1.1,3.3,1.1,0,,,,,,,,,,22,,,,,Beverages
2020/7/16,09:29 AM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
2020/7/16,09:29 AM,Breakfast,"Lettuce, Mixed Greens","1.50 cup, chopped",14.19,0,0,77.63,0.06,0.07,0.32,0.22,0.07,0,2787.86,88.95,3068.89,4647.15,8.35,0,0.49,159.54,39.27,0.05,0.95,21.12,0.3,25.74,239.94,0.38,24.26,0.31,2.66,1.63,0.02,0.76,1.02,0.19,0,0.01,0.09,0.03,0,0.06,0,0.01,0.02,0.06,0.08,0.07,0.02,0.05,1.25,0.05,0.01,0.03,0.06,Vegetables and Vegetable Products
2020/7/16,09:30 AM,Breakfast,"Kale, Raw","1.00 cup, chopped",7.35,0,0,18.83,0.02,0.07,0.25,0.08,0.03,0,603.52,13.02,1315.22,1010.84,19.62,0,0.14,81.84,53.36,0.01,0.34,6.93,0.19,11.55,73.1,0.19,11.13,0.08,0.93,0.86,0,0.21,0.07,0.31,0,0.02,0.14,0.04,0,0.08,0.06,0.01,0.04,0.04,0.04,0.04,0.01,0.03,0.61,0.03,0.01,0.02,0.03,Vegetables and Vegetable Products
2020/7/16,09:30 AM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/7/16,09:30 AM,Breakfast,"Strawberries, Fresh","1.00 cup, halves",48.64,0,0,138.24,0.04,0.03,0.59,0.19,0.07,0,10.64,36.48,39.52,18.24,89.37,0,0.43,3.34,24.32,0.07,0.62,19.76,0.59,36.48,232.56,0.61,1.52,0.21,11.67,3.04,0.06,7.43,8.63,0.46,0,0.07,0.24,0.02,0,0.1,0.14,0.01,0.02,0.02,0.05,0.04,0,0.03,1.02,0.03,0.01,0.03,0.03,Fruits and Fruit Juices
2020/7/16,09:30 AM,Breakfast,"Blueberries, Fresh","0.70 cup, whole pieces",59.05,0,0,87.24,0.04,0.04,0.43,0.13,0.05,0,33.15,6.22,82.88,55.94,10.05,0,0.6,19.99,6.22,0.06,0.29,6.22,0.35,12.43,79.77,0.1,1.04,0.17,15.01,2.49,0.03,10.32,12.53,0.34,0,0.05,0.15,0.03,0,0.06,0.09,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.77,0.02,0,0.01,0.03,Fruits and Fruit Juices
2020/7/16,01:49 PM,Lunch,"Eat Smart, Vegetable Salad Kit",1.00 x 3.0 oz,149.6,,,,,,,,,,,,,999.6,41.99,,,,39.95,,1.08,,,,,,149.6,,15,2.04,,10,12.96,9,0,,,1.5,0,,,,,,,,,,3,,,,,
2020/7/16,01:49 PM,Lunch,"Tomato Raw, Includes Cherry, Grape, Roma",8.00 cherry,24.48,0,0,128.55,0.05,0.03,0.81,0.12,0.11,0,610.64,20.4,167.28,1132.88,18.63,0,0.73,10.74,13.6,0.08,0.37,14.96,0.16,32.64,322.32,0,6.8,0.23,5.29,1.63,0,3.58,3.66,0.27,0,0.04,0.11,0.04,0,0,0,0.01,0.02,0.02,0.03,0.04,0.01,0.04,1.2,0.04,0.01,0.02,0.02,Vegetables and Vegetable Products
2020/7/16,01:50 PM,Lunch,"Chicken Breast, Skin Removed Before Cooking",3.00 oz,147.13,0,0,55.08,0.06,0.1,10.56,0.83,0.51,0.29,0,3.4,0,24.66,0,4.25,0.23,0.26,12.76,0.04,0.9,22.96,0.01,183.7,210.07,20.75,65.49,1.05,0,0,0,0,0,3.84,72.29,1.31,0.83,1.08,0.08,0.09,0.7,0.34,0.82,1.39,1.97,2.23,0.73,1.04,26.29,1.11,0.31,0.89,1.3,Poultry Products
2020/7/16,01:50 PM,Lunch,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
2020/7/16,01:50 PM,Lunch,Nestle Toll House Chocolate Chips,3.00 Tablespoon,210,,,,,,,,,,,,,,,,,,,,,,,,,,0,,27,,,24,27,12,0,,,7.5,,,,,,,,,,,,,,,,Sweets
2020/7/16,10:46 PM,Dinner,"Cod, Atlantic, Cooked",6.00 oz,178.6,0,0,129.14,0.15,0.13,4.27,0.31,0.48,1.79,0,13.61,0,79.95,1.7,78.24,1.38,0.17,23.81,0.06,0.83,71.44,0.03,234.73,415.04,63.96,132.68,0.99,0,0,0,0,0,1.46,93.55,0.21,0.5,0.29,0.02,0.29,0.04,0.42,1.14,1.79,3.16,3.57,1.15,1.52,38.83,1.7,0.44,1.31,2,Finfish and Shellfish Products
2020/7/16,10:46 PM,Dinner,"Lettuce, Mixed Greens","2.00 cup, chopped",18.92,0,0,103.51,0.07,0.1,0.43,0.29,0.09,0,3717.14,118.59,4091.85,6196.19,11.13,0,0.65,212.72,52.37,0.07,1.27,28.16,0.41,34.32,319.92,0.51,32.34,0.41,3.54,2.18,0.02,1.01,1.37,0.26,0,0.01,0.13,0.04,0,0.08,0,0.02,0.03,0.08,0.11,0.09,0.02,0.07,1.67,0.07,0.02,0.05,0.08,Vegetables and Vegetable Products
2020/7/16,10:46 PM,Dinner,"Potato Salad, with Egg, Mayo Dressing",0.50 cup,195.14,0,0,65.24,0.07,0.08,0.74,0.48,0.17,0.15,15.83,13.52,60.45,92.62,4.56,10.92,0.78,33.34,15.42,0.1,0.38,13.61,0.1,48.32,215.87,4.35,284.38,0.31,11.72,1.3,8.46,1.04,10.42,15.37,49.17,3.65,8.61,2.59,0.04,1.02,7.52,0.05,0.06,0.13,0.2,0.18,0.07,0.13,2.62,0.11,0.04,0.1,0.15,"Meals, Entrees, and Sidedishes"
2020/7/16,10:47 PM,Dinner,Nestle Toll House Chocolate Chips,3.00 Tablespoon,210,,,,,,,,,,,,,,,,,,,,,,,,,,0,,27,,,24,27,12,0,,,7.5,,,,,,,,,,,,,,,,Sweets
2020/7/16,04:17 PM,Snack,"Lundberg, Organic Whole Grain Rice Cakes, Cinnamon Toast",3.00 cake,270,,,,,,,,,,,,,,,0,,,0,,0.9,,,,150,,0,,57,3,,9,54,1.5,0,,,0,0,,,,,,,,,,3,,,,,Snacks
2020/7/17,03:43 PM,Study Meal,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.50 cup,110.94,0,0,338.84,0.1,0.77,0.26,0.12,0.15,4.5,3.23,36.82,0,749.99,1.1,180.06,0.23,12.39,450,0.26,1.62,60,0.53,158.02,450,8.4,127.43,0.9,5.39,3.87,0,1.52,1.52,5.78,0,1.28,3.27,0.84,0,0.39,2.84,0.17,0.29,0.52,0.87,0.71,0.15,0.56,11.74,0.47,0.16,0.4,0.54,Beverages
2020/7/17,03:43 PM,Study Meal,"Chocolate Chip Cookies, Bakery","1.25 each - approx 2 1/4"" diameter",97.4,0.02,3.52,1.92,0.04,0.04,0.31,0.05,0.01,0.02,0.18,11.06,7.75,8.67,0,3.45,0.06,1.81,5.69,0.05,0.44,7.98,0.08,15.53,31.63,2.39,63.86,0.14,12.42,0.48,3.6,8.29,11.95,5.34,6.22,2.63,0.52,1.92,1.02,0.01,0.32,0.02,0.02,0.04,0.07,0.04,0.02,0.05,0.94,0.03,0.01,0.03,0.05,Baked Products
2020/7/17,01:31 PM,Breakfast,"Coffee, Prepared From Grounds",4.00 small or tall - each 12 fl oz,14.21,0,568.32,1412.13,0.2,1.08,2.71,3.61,0.01,0,0,28.42,0,0,0,0,0.14,1.42,28.42,0.03,0.14,42.62,0.33,42.62,696.19,0,28.42,0.28,6.68,6.68,0,0,0,0.28,0,0.21,0.01,0.03,0,0,0,0.03,0.03,0.03,0.07,0.01,0,0.04,1.7,0.01,0,0.03,0.04,Beverages
2020/7/17,01:31 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.10 scoop,198,,,,0.88,0.99,14.96,5.61,1.1,1.65,,231,,440,44,308,11.22,64.9,198,,7.7,44,,242,517,,242,,16.5,4.4,,1.1,12.1,6.6,0,1.1,3.3,1.1,0,,,,,,,,,,22,,,,,Beverages
2020/7/17,01:32 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",3.00 cup,221.88,0,0,677.69,0.2,1.53,0.52,0.23,0.3,9,6.45,73.64,0,1499.98,2.19,360.12,0.45,24.77,899.99,0.52,3.24,120,1.06,316.05,899.99,16.8,254.86,1.8,10.78,7.74,0,3.05,3.04,11.57,0,2.56,6.53,1.68,0,0.77,5.67,0.34,0.58,1.04,1.75,1.43,0.29,1.12,23.49,0.93,0.31,0.81,1.07,Beverages
2020/7/17,01:32 PM,Breakfast,"Kashi, GoLEAN Original Cereal","1.50 cup, whole pieces",215.77,0,0,2.64,0.29,0.15,2.26,0.64,0.27,0,23.67,53.59,310.43,46.63,0.28,0,0.37,3.06,48.03,0.44,2.16,71.69,1.87,240.13,467.73,20.32,137.81,1.93,48.01,15.6,22.68,9.6,32.41,2.4,0,0.56,1.18,0.36,0,0.11,1.04,0.24,0.36,0.61,1.13,0.74,0.21,0.7,14.4,0.51,0.18,0.49,0.67,Breakfast Cereals
2020/7/17,01:32 PM,Lunch,"Trader Joe's, Organic Mixed Baby Kale",1.50 x 2.0 cups,52.5,,,,,,,,,,,,,1500,99,,,,225,,1.62,,,,,,127.5,,7.5,3,,1.5,4.5,0.75,0,,,0,0,,,,,,,,,,3,,,,,Vegetables and Vegetable Products
2020/7/17,01:32 PM,Lunch,"Chicken Breast, Skin Removed Before Cooking",3.00 oz,147.13,0,0,55.08,0.06,0.1,10.56,0.83,0.51,0.29,0,3.4,0,24.66,0,4.25,0.23,0.26,12.76,0.04,0.9,22.96,0.01,183.7,210.07,20.75,65.49,1.05,0,0,0,0,0,3.84,72.29,1.31,0.83,1.08,0.08,0.09,0.7,0.34,0.82,1.39,1.97,2.23,0.73,1.04,26.29,1.11,0.31,0.89,1.3,Poultry Products
2020/7/17,01:36 PM,Lunch,"Tomato Raw, Includes Cherry, Grape, Roma",10.00 cherry,30.6,0,0,160.68,0.06,0.03,1.01,0.15,0.14,0,763.3,25.5,209.1,1416.1,23.29,0,0.92,13.43,17,0.1,0.46,18.7,0.19,40.8,402.9,0,8.5,0.29,6.61,2.04,0,4.47,4.57,0.34,0,0.05,0.14,0.05,0,0.01,0,0.02,0.02,0.03,0.04,0.05,0.01,0.05,1.5,0.05,0.01,0.02,0.03,Vegetables and Vegetable Products
2020/7/17,03:44 PM,Snack,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
2020/7/17,03:44 PM,Snack,"Blueberries, Fresh","0.40 cup, whole pieces",33.74,0,0,49.85,0.02,0.02,0.25,0.07,0.03,0,18.94,3.55,47.36,31.97,5.74,0,0.34,11.43,3.55,0.03,0.17,3.55,0.2,7.1,45.58,0.06,0.59,0.09,8.58,1.42,0.02,5.9,7.16,0.2,0,0.03,0.09,0.02,0,0.03,0.05,0,0.01,0.01,0.03,0.01,0.01,0.02,0.44,0.01,0,0.01,0.02,Fruits and Fruit Juices
2020/7/18,06:49 PM,Breakfast,"Coffee, Prepared From Grounds",4.00 small or tall - each 12 fl oz,14.21,0,568.32,1412.13,0.2,1.08,2.71,3.61,0.01,0,0,28.42,0,0,0,0,0.14,1.42,28.42,0.03,0.14,42.62,0.33,42.62,696.19,0,28.42,0.28,6.68,6.68,0,0,0,0.28,0,0.21,0.01,0.03,0,0,0,0.03,0.03,0.03,0.07,0.01,0,0.04,1.7,0.01,0,0.03,0.04,Beverages
2020/7/18,06:49 PM,Breakfast,"Vega One, All In One Shake, Chocolate",0.90 scoop,162,,,,0.72,0.81,12.24,4.59,0.9,1.35,,189,,360,36,252,9.18,53.1,162,,6.3,36,,198,423,,198,,13.5,3.6,,0.9,9.9,5.4,0,0.9,2.7,0.9,0,,,,,,,,,,18,,,,,Beverages
2020/7/18,06:49 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
2020/7/18,06:50 PM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/7/18,06:50 PM,Breakfast,"Eggs, Cooked",1.00 medium,68.2,0,0,32.83,0.03,0.23,0.03,0.62,0.05,0.49,4.84,19.36,155.32,228.8,0,38.28,0.45,0.13,22,0.01,0.52,4.4,0.01,75.68,55.44,13.55,54.56,0.46,0.49,0,0,0.49,0.49,4.67,164.12,1.79,0.62,1.44,0,0.03,0.58,0.13,0.13,0.3,0.47,0.4,0.17,0.29,5.54,0.27,0.07,0.23,0.34,Dairy and Egg Products
2020/7/18,06:50 PM,Lunch,"Cod, Atlantic, Cooked",4.00 oz,119.07,0,0,86.09,0.1,0.09,2.85,0.2,0.32,1.19,0,9.07,0,53.3,1.13,52.16,0.92,0.11,15.88,0.04,0.56,47.63,0.02,156.49,276.69,42.64,88.45,0.66,0,0,0,0,0,0.98,62.37,0.14,0.33,0.19,0.01,0.2,0.02,0.28,0.76,1.19,2.1,2.38,0.77,1.01,25.89,1.14,0.29,0.87,1.33,Finfish and Shellfish Products
2020/7/18,06:51 PM,Lunch,"Salad Fresh, Kale Slaw",0.60 serving,57.9,,,0,,,,,,,,,,,,,,,,,,,,,,,121.8,,3.42,,,3.06,3.42,4.08,,,,0.36,,,,,,,,,,,1.02,,,,,Vegetables and Vegetable Products
